"","id","species","dbh","cc","ba","SWA","SWD"
"1",115,"acsa",83.3,"D",5447.02865,1880.33487388848,7.9555665
"2",493,"acsa",76.5,"D",4594.01625,1943.70805526343,9.2048625
"3",220,"acsa",74.8,"D",4392.1064,1940.42436393896,9.464444
"4",138,"acsa",73.8,"C",4275.4554,1935.30905266692,9.607284
"5",436,"acsa",70.3,"D",3879.54065,1900.26597787183,10.0497365
"6",83,"acsa",66.1,"C",3429.82985,1827.02550512026,10.4626385
"7",279,"acsa",59.8,"D",2807.1914,1665.96842217777,10.840544
"8",51,"acsa",57.4,"D",2586.3866,1591.9328378352,10.908296
"9",18,"acsa",56.5,"D",2505.91625,1562.71764580276,10.9228625
"10",47,"acsa",55.1,"D",2383.26785,1515.87752367127,10.9337685
"11",22,"acsa",54.7,"D",2348.79065,1502.20554932543,10.9342565
"12",46,"acsa",54.2,"C",2306.0474,1484.94684103718,10.933224
"13",619,"acsa",54,"C",2289.06,1477.99262060597,10.9323
"14",75,"acsa",51.5,"D",2082.01625,1388.86219769282,10.8961125
"15",139,"acsa",51.1,"D",2049.79985,1374.26280831556,10.8860885
"16",145,"acsa",50.6,"D",2009.8826,1355.89904148271,10.871916
"17",2759,"acsa",48.7,"D",1861.77665,971.269036131745,7.51380040975371
"18",80,"acsa",48.2,"D",1823.7434,950.740431325598,7.43009567163391
"19",373,"acsa",48.1,"D",1816.18385,946.661907748805,7.41336379383205
"20",9,"acsa",47.6,"D",1778.6216,926.405204316727,7.32975006124262
"21",159,"acsa",45.9,"C",1653.84585,859.224897743156,7.04604079111236
"22",136,"acsa",45.4,"C",1618.0106,839.963103338196,6.96276964336453
"23",173,"acsa",45.4,"D",1618.0106,839.963103338196,6.96276964336453
"24",284,"acsa",43.1,"C",1458.22385,754.262546906223,6.58076382923332
"25",1597,"acsa",42.8,"D",1437.9944,743.435329676196,6.53106576228902
"26",596,"acsa",41.1,"C",1326.02985,683.608045400986,6.25002153048156
"27",152,"acsa",40.5,"D",1287.59625,663.111396708373,6.15106846328656
"28",2768,"acsa",40.4,"D",1281.2456,659.726637561612,6.13458861961086
"29",331,"acsa",40.3,"C",1274.91065,656.350831143021,6.11811232059742
"30",162,"acsa",38.9,"C",1187.86985,610.028701451226,5.88782076551924
"31",858,"acsa",38.2,"C",1145.5034,587.524193822742,5.77294302434585
"32",79,"acsa",37.1,"C",1080.48185,553.04260166669,5.59279085158232
"33",621,"acsa",36.2,"C",1028.6954,525.631441091213,5.44573720994551
"34",62,"acsa",35.4,"C",983.7306,501.870127728583,5.31528839089745
"35",296,"acsa",35.3,"C",978.18065,498.939898286353,5.29900012210707
"36",69,"acsa",35.3,"C",978.18065,498.939898286353,5.29900012210707
"37",262,"acsa",34.9,"C",956.13785,487.307648447561,5.23388710973279
"38",78,"acsa",33.9,"C",902.12985,458.847076832971,5.07138862251596
"39",156,"acsa",33.7,"D",891.51665,453.261142165998,5.03893829286863
"40",294,"acsa",33,"C",854.865,433.988727848135,4.92549390059976
"41",141,"acsa",33,"C",854.865,433.988727848135,4.92549390059976
"42",1598,"acsa",32.9,"C",849.69185,431.27084802092,4.90930443969398
"43",20,"acsa",32.9,"C",849.69185,431.27084802092,4.90930443969398
"44",65,"acsa",30.8,"C",744.6824,376.231000239222,4.57032677382051
"45",15,"acsa",28.7,"C",646.59665,325.064931937794,4.2333399271542
"46",7,"acsa",27.8,"C",606.6794,304.317776132594,4.08955784003268
"47",1744,"acsa",27.7,"C",602.32265,302.056173225879,4.07360655568985
"48",283,"acsa",27,"C",572.265,286.468969519442,3.96208729466348
"49",91,"acsa",27,"C",572.265,286.468969519442,3.96208729466348
"50",413,"acsa",26.8,"C",563.8184,282.093849716975,3.93027005233704
"51",376,"acsa",25.9,"C",526.58585,262.836155209344,3.78734720493527
"52",2746,"acsa",25.6,"C",514.4576,256.573218572755,3.73980036440753
"53",2745,"acsa",25.5,"C",510.44625,254.502918830673,3.72396203042362
"54",94,"acsa",25.4,"C",506.4506,252.441288038501,3.70812903371477
"55",1591,"acsa",25.1,"C",494.55785,246.308385476972,3.66066225508753
"56",76,"acsa",24.9,"C",486.70785,242.263084576423,3.62904476925174
"57",174,"acsa",24.6,"C",475.0506,236.260035956244,3.58165947757392
"58",19,"acsa",24.4,"C",467.3576,232.301243484376,3.55009680472016
"59",66,"acsa",24.4,"C",467.3576,232.301243484376,3.55009680472016
"60",281,"acsa",24.3,"C",463.53465,230.334811835087,3.53432378488802
"61",85,"acsa",23.8,"C",444.6554,220.632199804443,3.45554267055643
"62",156,"acsa",23.7,"C",440.92665,218.71756905089,3.4398033905158
"63",27,"acsa",23,"C",415.265,205.556500098769,3.32978916314712
"64",1577,"acsa",22.9,"C",411.66185,203.710794441516,3.31409607127773
"65",855,"acsa",22.9,"C",411.66185,203.710794441516,3.31409607127773
"66",104,"acsa",22.8,"I",408.0744,201.873692719962,3.29840885347224
"67",78,"acsa",22.4,"C",393.8816,194.611272320849,3.23571918499913
"68",1589,"acsa",22.3,"C",390.37265,192.817150530157,3.22006168580083
"69",410,"acsa",22.2,"D",386.8794,191.03161669941,3.2044102013599
"70",183,"acsa",22,"S",379.94,187.486302100739,3.17312537355788
"71",212,"acsa",21.9,"C",376.49385,185.726515895857,3.15749207912173
"72",158,"acsa",21.7,"C",369.64865,182.232671996204,3.12624385308385
"73",605,"acsa",21.1,"C",349.48985,171.956769073405,3.03264790527615
"74",144,"acsa",21.1,"C",349.48985,171.956769073405,3.03264790527615
"75",89,"acsa",21,"C",346.185,170.274076735261,3.01707054294976
"76",2740,"acsa",20.8,"I",339.6224,166.93434498472,2.98593488246815
"77",142,"acsa",20.2,"C",320.3114,157.120165815738,2.8926823952451
"78",601,"acsa",19.7,"C",304.65065,149.176248810189,2.81515240045244
"79",221,"acsa",19.7,"C",304.65065,149.176248810189,2.81515240045244
"80",374,"acsa",19.7,"I",304.65065,149.176248810189,2.81515240045244
"81",1724,"acsa",19.6,"C",301.5656,147.61301871263,2.79966643510772
"82",613,"acsa",18.8,"C",277.4504,135.41330626413,2.67602429140642
"83",322,"acsa",18.8,"I",277.4504,135.41330626413,2.67602429140642
"84",73,"acsa",18.5,"C",268.66625,130.978517897895,2.62977316447923
"85",852,"acsa",18.2,"I",260.0234,126.620016899043,2.58358598929515
"86",850,"acsa",18.1,"C",257.17385,125.184120937521,2.5682046373912
"87",87,"acsa",18,"I",254.34,123.756688400911,2.55283053100806
"88",280,"acsa",17.4,"C",237.6666,115.369640134367,2.46074008741134
"89",160,"acsa",17,"C",226.865,109.947120889519,2.39949606772989
"90",1738,"acsa",17,"I",226.865,109.947120889519,2.39949606772989
"91",1508,"acsa",16.8,"C",221.5584,107.286433208149,2.36891987557335
"92",174,"acsa",16.4,"I",211.1336,102.066062165384,2.30786075529984
"93",157,"acsa",16.3,"C",208.56665,100.781991306217,2.29261565024898
"94",108,"acsa",16,"I",200.96,96.9801738064011,2.24692824678505
"95",1581,"acsa",15.8,"I",195.9674,94.4875882586603,2.21651034929097
"96",477,"acsa",15.5,"I",188.59625,90.8115752630195,2.17094497455598
"97",133,"acsa",15.3,"I",183.76065,88.4027664300939,2.14060958868683
"98",86,"acsa",15.2,"I",181.3664,87.2109105855182,2.12545449975739
"99",321,"acsa",15,"I",176.625,84.8522768469715,2.09516977731047
"100",149,"acsa",15,"I",176.625,84.8522768469715,2.09516977731047
"101",163,"acsa",15,"C",176.625,84.8522768469715,2.09516977731047
"102",69,"acsa",14.9,"I",174.27785,83.6854912048734,2.08004024462751
"103",1734,"acsa",14.6,"I",167.3306,80.2352121909333,2.03470357932756
"104",377,"acsa",14.4,"I",162.7776,77.9767181168132,2.00452294196975
"105",32,"acsa",14,"I",153.86,73.5596455442562,1.94426876927901
"106",575,"acsa",13.9,"S",151.66985,72.4761692560343,1.92922786849443
"107",88,"acsa",13.7,"I",147.33665,70.3341378096113,1.89917364529156
"108",206,"acsa",13.5,"C",143.06625,68.2253064061778,1.86915659344066
"109",72,"acsa",13.4,"I",140.9546,67.1833300637216,1.85416216000068
"110",110,"acsa",13.4,"I",140.9546,67.1833300637216,1.85416216000068
"111",860,"acsa",13.3,"I",138.85865,66.1496408850435,1.8391772050062
"112",82,"acsa",13.2,"I",136.7784,65.1242345258952,1.82420179216498
"113",168,"acsa",13.2,"I",136.7784,65.1242345258952,1.82420179216498
"114",64,"acsa",13,"I",132.665,63.0982527363244,1.79427985237683
"115",293,"acsa",13,"I ",132.665,63.0982527363244,1.79427985237683
"116",153,"acsa",13,"I",132.665,63.0982527363244,1.79427985237683
"117",1590,"acsa",12.9,"I",130.63185,62.0976684631833,1.77933345751038
"118",337,"acsa",12.7,"I",126.61265,60.1212908151576,1.74947015534757
"119",153,"acsa",12.7,"S",126.61265,60.1212908151576,1.74947015534757
"120",1587,"acsa",12.7,"C",126.61265,60.1212908151576,1.74947015534757
"121",68,"acsa",12.5,"I",122.65625,58.1779375252102,1.71964663175815
"122",1728,"acsa",12.5,"I",122.65625,58.1779375252102,1.71964663175815
"123",172,"acsa",12.2,"C",116.8394,55.3247478840182,1.67498718049135
"124",198,"acsa",12.1,"I",114.93185,54.3901567674381,1.66012121354378
"125",1739,"acsa",12,"S",113.04,53.463793826091,1.64526563101252
"126",203,"acsa",11.8,"I",109.3034,51.6357333177438,1.61558593003245
"127",610,"acsa",11.6,"I",105.6296,49.8405276808353,1.58594871175655
"128",1727,"acsa",11.6,"S",105.6296,49.8405276808353,1.58594871175655
"129",70,"acsa",11.5,"I",103.81625,48.9552331847524,1.57114623747127
"130",853,"acsa",11.5,"I",103.81625,48.9552331847524,1.57114623747127
"131",150,"acsa",11.5,"C",103.81625,48.9552331847524,1.57114623747127
"132",2769,"acsa",11.3,"I",100.23665,47.2092359834315,1.54157397809637
"133",102,"acsa",11.2,"I",98.4704,46.3485232151294,1.52680436501871
"134",155,"acsa",11.2,"I",98.4704,46.3485232151294,1.52680436501871
"135",65,"acsa",11.1,"S",96.71985,45.4959942239057,1.51204588011579
"136",93,"acsa",11,"S",94.985,44.6516438734772,1.49729861309093
"137",177,"acsa",10.9,"S",93.26585,43.815466984344,1.48256265519671
"138",139,"acsa",10.8,"S",91.5624,42.9874583330283,1.46783809927619
"139",70,"acsa",10.6,"I",88.2026,41.3559246253345,1.43842357293888
"140",116,"acsa",10.4,"S",84.9056,39.757000052755,1.40905581029643
"141",119,"acsa",10.2,"S",81.6714,38.1906411616604,1.37973561591724
"142",179,"acsa",10.2,"I",81.6714,38.1906411616604,1.37973561591724
"143",166,"acsa",10.2,"S",81.6714,38.1906411616604,1.37973561591724
"144",854,"acsa",10.1,"S",80.07785,37.4196600537591,1.3650936164005
"145",142,"acsa",10,"I",78.5,36.6568037141133,1.35046382433313
"146",159,"acsa",10,"C",78.5,36.6568037141133,1.35046382433313
"147",578,"acsa",10,"S",78.5,36.6568037141133,1.35046382433313
"148",130,"acsa",9.9,"S",76.93785,35.9020664855175,1.33584634899856
"149",89,"acsa",9.9,"S",76.93785,35.9020664855175,1.33584634899856
"150",205,"acsa",9.9,"C",76.93785,35.9020664855175,1.33584634899856
"151",143,"acsa",9.8,"I",75.3914,35.1554426579055,1.32124130177766
"152",2765,"acsa",9.8,"I",75.3914,35.1554426579055,1.32124130177766
"153",1737,"acsa",9.8,"S",75.3914,35.1554426579055,1.32124130177766
"154",2772,"acsa",9.4,"I",69.3626,32.2499652469929,1.2629476986083
"155",577,"acsa",9.4,"S",69.3626,32.2499652469929,1.2629476986083
"156",137,"acsa",9.4,"I",69.3626,32.2499652469929,1.2629476986083
"157",1735,"acsa",9.3,"S",67.89465,31.5438208489342,1.24840654057088
"158",572,"acsa",9.2,"S",66.4424,30.8457544211581,1.23387852663914
"159",176,"acsa",9.1,"C",65.00585,30.1557598527484,1.21936378476439
"160",574,"acsa",9.1,"S",65.00585,30.1557598527484,1.21936378476439
"161",67,"acsa",9,"S",63.585,29.4738309706978,1.20486244556989
"162",193,"acsa",9,"S",63.585,29.4738309706978,1.20486244556989
"163",148,"acsa",9,"I",63.585,29.4738309706978,1.20486244556989
"164",851,"acsa",8.8,"S",60.7904,28.1341452552057,1.17590051159535
"165",460,"acsa",8.7,"S",59.41665,27.4763757531632,1.1614401922162
"166",217,"acsa",8.6,"I",58.0586,26.8266465974064,1.14699382651114
"167",1725,"acsa",8.6,"S",57.3854625,26.8266465974064,1.18115703696633
"168",573,"acsa",8.4,"S",55.3896,25.5512832371714,1.11814354079015
"169",2747,"acsa",8.3,"S",54.07865,24.9256358104809,1.10373992134488
"170",857,"acsa",8.3,"S",54.07865,24.9256358104809,1.10373992134488
"171",50,"acsa",8.3,"S",54.07865,24.9256358104809,1.10373992134488
"172",94,"acsa",8.2,"I",52.7834,24.3080022823649,1.08935085694483
"173",132,"acsa",8,"S",50.24,23.0967496562208,1.06061703320938
"174",2764,"acsa",8,"I",50.24,23.0967496562208,1.06061703320938
"175",161,"acsa",8,"I",50.24,23.0967496562208,1.06061703320938
"176",165,"acsa",8,"C",50.24,23.0967496562208,1.06061703320938
"177",168,"acsa",8,"I",50.24,23.0967496562208,1.06061703320938
"178",1742,"acsa",8,"S",50.24,23.0967496562208,1.06061703320938
"179",63,"acsa",7.9,"S",48.99185,22.5031167296825,1.04627260330397
"180",81,"acsa",7.9,"S",48.99185,22.5031167296825,1.04627260330397
"181",2709,"acsa",7.9,"S",48.99185,22.5031167296825,1.04627260330397
"182",1730,"acsa",7.9,"S",48.99185,22.5031167296825,1.04627260330397
"183",98,"acsa",7.8,"S",47.7594,21.9174700409135,1.03194338758123
"184",151,"acsa",7.8,"I",47.7594,21.9174700409135,1.03194338758123
"185",162,"acsa",7.8,"I",47.7594,21.9174700409135,1.03194338758123
"186",169,"acsa",7.7,"C",46.54265,21.3398024713268,1.01762956085805
"187",164,"acsa",7.5,"I",44.15625,20.2083757862422,0.989048795419914
"188",1729,"acsa",7.4,"S",42.9866,19.6546019979152,0.974782228583617
"189",1743,"acsa",7.3,"S",41.83265,19.1087779785503,0.960531794860092
"190",856,"acsa",7.2,"S",40.6944,18.5708961602093,0.946297692379912
"191",152,"acsa",7.1,"S",39.57185,18.0409488779136,0.932080124504698
"192",347,"acsa",7.1,"S",39.57185,18.0409488779136,0.932080124504698
"193",174,"acsa",7,"S",38.465,17.5189283670255,0.917879300040953
"194",165,"acsa",6.9,"S",37.37385,17.0048267605206,0.903695433465816
"195",92,"acsa",6.8,"S",36.2984,16.4986360861463,0.889528745165578
"196",182,"acsa",6.8,"S",36.2984,16.4986360861463,0.889528745165578
"197",207,"acsa",6.7,"S",35.23865,16.0003482634572,0.875379461687912
"198",67,"acsa",6.7,"S",35.23865,16.0003482634572,0.875379461687912
"199",180,"acsa",6.7,"S",35.23865,16.0003482634572,0.875379461687912
"200",1733,"acsa",6.7,"S",35.23865,16.0003482634572,0.875379461687912
"201",53,"acsa",6.7,"S",35.23865,16.0003482634572,0.875379461687912
"202",90,"acsa",6.6,"S",34.1946,15.5099551007232,0.861247816008766
"203",175,"acsa",6.6,"I",34.1946,15.5099551007232,0.861247816008766
"204",141,"acsa",6.5,"S",33.16625,15.0274482917006,0.847134047815068
"205",323,"acsa",6.4,"S",32.1536,14.5528194122595,0.833038403804377
"206",178,"acsa",6.4,"I",32.1536,14.5528194122595,0.833038403804377
"207",342,"acsa",6.3,"S",31.15665,14.0860599168571,0.81896113800284
"208",89,"acsa",6.2,"S",30.1754,13.6271611348495,0.804902512102827
"209",375,"acsa",6.2,"S",30.1754,13.6271611348495,0.804902512102827
"210",136,"acsa",6.2,"S",30.1754,13.6271611348495,0.804902512102827
"211",200,"acsa",6.1,"S",29.20985,13.1761142666292,0.790862795821825
"212",149,"acsa",6,"I",28.26,12.7329103795803,0.776842267284302
"213",154,"acsa",5.9,"I",27.32585,12.2975404038365,0.762841213428409
"214",861,"acsa",5.8,"S",26.4074,11.8699951278311,0.748859930439587
"215",158,"acsa",5.8,"S",26.4074,11.8699951278311,0.748859930439587
"216",859,"acsa",5.7,"S",25.50465,11.4502651936235,0.734898724213358
"217",188,"acsa",5.7,"S",25.50465,11.4502651936235,0.734898724213358
"218",140,"acsa",5.5,"S",23.74625,10.63421315725,0.70703781718253
"219",181,"acsa",5.4,"I",22.8906,10.2378715618433,0.693138781345112
"220",2716,"acsa",5.3,"S",22.05065,9.84930631058366,0.679261153378575
"221",170,"acsa",5.3,"S ",22.05065,9.84930631058366,0.679261153378575
"222",2776,"acsa",5.2,"I",21.2264,9.46850723462231,0.665405295883544
"223",2779,"acsa",5,"S",19.625,8.73016602622562,0.637760409768955
"224",366,"acsa",5,"S",19.625,8.73016602622562,0.637760409768955
"225",181,"acsa",5,"S",19.625,8.73016602622562,0.637760409768955
"226",1732,"acsa",5,"S",19.625,8.73016602622562,0.637760409768955
"227",620,"beal",85,"D",5671.625,1599.59569245741,6.4976628502058
"228",17,"beal",71.8,"D",4046.8634,1327.52683551323,6.47904754308823
"229",41,"beal",71.1,"D",3968.33985,1313.1213472918,6.47796853871932
"230",1596,"beal",60.3,"D",2854.33065,1091.19746142489,6.45985017719044
"231",28,"beal",57.6,"C",2604.4416,1035.82370780317,6.45482144896547
"232",225,"beal",55.8,"D",2444.2074,998.934382327448,6.45133854192044
"233",16,"beal",41.3,"D",1338.96665,913.55869237176,9.01334786325246
"234",14,"beal",25.3,"C",502.47065,379.989498636924,6.40604337931904
"235",35,"beal",25,"C",490.625,371.961916980305,6.35413436897806
"236",617,"osvi",28.3,"C",628.69865,315.756657097072,4.16938808077203
"237",95,"osvi",21.7,"I",369.64865,182.232671996204,3.12624385308385
"238",196,"osvi",18.3,"C",262.88865,128.064379550261,2.59897455117078
"239",93,"osvi",17.6,"I",243.1616,118.131526615457,2.49140728491636
"240",100,"osvi",17.3,"I",234.94265,114.001358722293,2.44541772732295
"241",1740,"osvi",17.2,"I",232.2344,112.64151399583,2.43010291117186
"242",226,"osvi",17,"S",226.865,109.947120889519,2.39949606772989
"243",74,"osvi",16.6,"S",216.3146,104.659423040697,2.3383746603862
"244",1736,"osvi",16.2,"I",206.0154,99.5063220424045,2.27737850115645
"245",343,"osvi",15.9,"C",198.45585,95.7296875346584,2.23171523077777
"246",171,"osvi",14.3,"C",160.52465,76.8599666297764,1.98944592745207
"247",1726,"osvi",14,"I",153.86,73.5596455442562,1.94426876927901
"248",153,"osvi",13.7,"C",147.33665,70.3341378096113,1.89917364529156
"249",167,"osvi",13.5,"C",143.06625,68.2253064061778,1.86915659344066
"250",138,"osvi",13.1,"I",134.71385,64.1071066115437,1.80923598610142
"251",222,"osvi",12.7,"I",126.61265,60.1212908151576,1.74947015534757
"252",1731,"osvi",12.2,"I",116.8394,55.3247478840182,1.67498718049135
"253",218,"osvi",11.6,"I",105.6296,49.8405276808353,1.58594871175655
"254",612,"osvi",11.5,"I",103.81625,48.9552331847524,1.57114623747127
"255",177,"osvi",11.5,"C",103.81625,48.9552331847524,1.57114623747127
"256",348,"osvi",10.5,"I",86.54625,40.5523888949647,1.42373379655306
"257",2773,"osvi",10.2,"I",81.6714,38.1906411616604,1.37973561591724
"258",161,"osvi",10.1,"I",80.07785,37.4196600537591,1.3650936164005
"259",166,"osvi",9.8,"C",75.3914,35.1554426579055,1.32124130177766
"260",239,"osvi",8.2,"S",52.7834,24.3080022823649,1.08935085694483
"261",2744,"osvi",7,"S",38.465,17.5189283670255,0.917879300040953
"262",242,"osvi",6.8,"S",36.2984,16.4986360861463,0.889528745165578
"263",238,"osvi",6.4,"S",32.1536,14.5528194122595,0.833038403804377
"264",370,"osvi",6.1,"S",29.20985,13.1761142666292,0.790862795821825
"265",241,"osvi",6,"S",28.26,12.7329103795803,0.776842267284302
"266",155,"osvi",5.9,"S",27.32585,12.2975404038365,0.762841213428409
"267",1741,"osvi",5.9,"S",27.32585,12.2975404038365,0.762841213428409
"268",143,"osvi",5.7,"S",25.50465,11.4502651936235,0.734898724213358
"269",371,"osvi",5.2,"S",21.2264,9.46850723462231,0.665405295883544
"270",372,"osvi",5.1,"S",20.41785,9.09546398506464,0.651571584721376
"271",87,"osvi",5.1,"S",20.41785,9.09546398506464,0.651571584721376
"272",96,"osvi",5,"S",19.625,8.73016602622562,0.637760409768955
"273",290,"tsca",59.1,"D",2741.85585,1068.71239487695,6.4723365
"274",40,"tsca",57.6,"D",2604.4416,1091.74013036049,6.856704
"275",26,"tsca",54.9,"C",2365.99785,1112.6968197943,7.4765565
"276",1600,"tsca",45.7,"C",1639.46465,800.144528858048,6.5048442070338
"277",1510,"tsca",40.5,"C",1287.59625,678.104502018723,6.32134562131248
"278",278,"tsca",40.2,"I",1268.5914,671.232441996462,6.31067722685623
"279",2701,"tsca",37.3,"C",1092.16265,605.793132215831,6.20747788360711
"280",77,"tsca",36.7,"I",1057.30865,592.482809290655,6.18616896586787
"281",334,"tsca",36.5,"I",1045.81625,588.063832868224,6.17907448158122
"282",39,"tsca",36.4,"I",1040.0936,585.857698966932,6.17552911406901
"283",147,"tsca",33.3,"C",870.47865,518.599203984266,6.06667344263718
"284",38,"tsca",31.9,"C",798.82385,488.963545547537,6.01865157424454
"285",45,"tsca",30.6,"I",735.0426,461.871963122035,5.9751414070011
"286",187,"tsca",29.4,"I",678.5226,437.239197545768,5.9362703575517
"287",42,"tsca",26.5,"C",551.26625,379.253932945542,5.85045492534027
"288",42,"tsca",26.4,"C",547.1136,377.29463152643,5.84778249879246
"289",219,"tsca",25.6,"C",514.4576,361.719563752524,5.82733422572148
"290",326,"tsca",25.5,"I",510.44625,359.785198941558,5.82490487269386
"291",36,"tsca",24.8,"I",482.8064,346.323569195942,5.80880352024389
"292",101,"tsca",23.1,"I",418.88385,314.218432923908,5.77799297144
"293",75,"tsca",22.9,"I",411.66185,310.497320518885,5.77534608415804
"294",146,"tsca",22.2,"C",386.8794,297.56840759923,5.76815268048135
"295",1573,"tsca",21.4,"C",359.4986,282.976333652895,5.76463633906898
"296",223,"tsca",19.2,"S",289.3824,243.896702824617,5.79492978771712
"297",43,"tsca",13,"S",132.665,142.950486781889,NA
"298",92,"uk",62.3,"D",3046.81265,1736.23508775812,10.7252565
"299",611,"uk",31.2,"C",764.1504,386.415557842479,4.63474413547392
"300",618,"uk",24,"C",452.16,224.487345396127,3.48703823646856
"301",616,"uk",17.8,"S",248.7194,120.92720045902,2.5221041988814
"302",73,"uk",12,"I",113.04,53.463793826091,1.64526563101252
